id,idFile,nu,states/0/code,states/0/name,states/0/path,states/0/quara/into/where/e,states/0/quara/into/where/v,states/0/quara/into/where/uv,states/0/quara/into/min/e,states/0/quara/into/min/v,states/0/quara/into/min/uv,states/0/quara/into/max/e,states/0/quara/into/max/v,states/0/quara/into/max/uv,states/0/quara/into/comment,states/0/test/into/pcr/e,states/0/test/into/pcr/v,states/0/test/into/pcr/uv,states/0/test/into/ag/e,states/0/test/into/ag/v,states/0/test/into/ag/uv,states/0/test/into/comment,states/0/visa/into/bool,states/0/visa/into/comment
AF,AF_States,12,HER,Herāt,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,13,JOW,Jowzjān,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,14,KAN,Kandahār,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,15,KHO,Khōst,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,16,KNR,Kunar,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,17,KDZ,Kunduz,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,18,KAB,Kābul,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,19,KAP,Kāpīsā,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,20,LAG,Laghmān,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,21,LOG,Lōgar,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,22,NAN,Nangarhār,AFG,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,23,NIM,Nīmrōz,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,24,NUR,Nūristān,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,25,PIA,Paktiyā,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,26,PKA,Paktīkā,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,27,PAN,Panjshayr,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,28,PAR,Parwān,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,29,SAM,Samangān,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,30,SAR,Sar-e Pul,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,31,TAK,Takhār,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,32,URU,Uruzgān,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,33,WAR,Wardak,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AF,AF_States,34,ZAB,Zābul,,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States,AF_States-->AF_States
AX,AX_States,35,AX,AX,,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States,AX_States-->AF_States
AL,AL_States,36,1,Berat,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,37,9,Dibër,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,38,2,Durrës,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,39,3,Elbasan,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,40,4,Fier,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,41,5,Gjirokastër,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,42,6,Korçë,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,43,7,Kukës,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,44,8,Lezhë,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,45,10,Shkodër,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,46,11,Tiranë,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
AL,AL_States,47,12,Vlorë,,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States,AL_States-->AF_States
DZ,DZ_States,48,1,Adrar,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,49,16,Alger,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,50,23,Annaba,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,51,44,Aïn Defla,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,52,46,Aïn Témouchent,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,53,5,Batna,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,54,7,Biskra,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,55,9,Blida,,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,56,34,Bordj Bou Arréridj,ALA,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
DZ,DZ_States,57,10,Bouira,ALB,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States,DZ_States-->AF_States
